A�o,Estado,Munucipio,Division,Region,Temporada,Mes,Tarifa,Descripci�n,Int. Horario,Monto,Unidad,Cargo fijo,Unidad,Distrubucion,Unidad,Capacidad,Unidad
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1168,$/kWh,726.37,$/mes,76.22,$/kW,446.05,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1168,$/kWh,726.37,$/mes,76.22,$/kW,446.06,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.8920,$/kWh,726.37,$/mes,76.22,$/kW,432.66,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0447,$/kWh,726.37,$/mes,76.22,$/kW,411.03,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7317,$/kWh,726.37,$/mes,76.22,$/kW,431.76,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7317,$/kWh,726.37,$/mes,76.22,$/kW,432.44,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7348,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7348,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7348,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7714,$/kWh,726.37,$/mes,76.22,$/kW,442.9,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7951,$/kWh,726.37,$/mes,76.22,$/kW,449.54,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7973,$/kWh,726.37,$/mes,76.22,$/kW,450.17,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7867,$/kWh,726.37,$/mes,76.22,$/kW,446.05,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7867,$/kWh,726.37,$/mes,76.22,$/kW,446.06,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7390,$/kWh,726.37,$/mes,76.22,$/kW,432.66,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.6620,$/kWh,726.37,$/mes,76.22,$/kW,411.03,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0291,$/kWh,726.37,$/mes,76.22,$/kW,431.76,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0320,$/kWh,726.37,$/mes,76.22,$/kW,432.44,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0328,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0328,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0328,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0765,$/kWh,726.37,$/mes,76.22,$/kW,442.9,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1047,$/kWh,726.37,$/mes,76.22,$/kW,449.54,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1074,$/kWh,726.37,$/mes,76.22,$/kW,450.17,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0940,$/kWh,726.37,$/mes,76.22,$/kW,446.05,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0940,$/kWh,726.37,$/mes,76.22,$/kW,446.06,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0371,$/kWh,726.37,$/mes,76.22,$/kW,432.66,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,1.9451,$/kWh,726.37,$/mes,76.22,$/kW,411.03,$/kW
